Docket_Number,Violation_Number,Issued_Date,Issuing_Department,Last_Hearing_Date,Property_Address,Violation_Type,EntityorPerson(s),Disposition_Description
16CP051392,P004935642,6/1/2016,POLICE,7/1/2016 1:00,4441 W MONROE ,13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
16CP062165,P005061354,6/1/2016,POLICE,8/5/2016 9:00,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP062165,P005061355,6/1/2016,POLICE,8/5/2016 9:00,3229 W 61ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit
16CP062165,P005061356,6/1/2016,POLICE,8/5/2016 9:00,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP062165,P005061357,6/1/2016,POLICE,8/5/2016 9:00,3229 W 61ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit
16CP062165,P005061358,6/1/2016,POLICE,8/5/2016 9:00,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP062165,P005061359,6/1/2016,POLICE,8/5/2016 9:00,3229 W 61ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit
16CP062166,P005061360,6/1/2016,POLICE,8/5/2016 9:00,3311 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
16CP062166,P005061361,6/1/2016,POLICE,8/5/2016 9:00,3311 W 61ST ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
16CP062166,P005061362,6/1/2016,POLICE,8/5/2016 9:00,3311 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
16CP062166,P005061363,6/1/2016,POLICE,8/5/2016 9:00,3311 W 61ST ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
16CP062166,P005061364,6/1/2016,POLICE,8/5/2016 9:00,3311 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
16CP062166,P005061365,6/1/2016,POLICE,8/5/2016 9:00,3311 W 61ST ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
16CP062167,P005061366,6/1/2016,POLICE,8/5/2016 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062167,P005061367,6/1/2016,POLICE,8/5/2016 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062167,P005061368,6/1/2016,POLICE,8/5/2016 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062167,P005061369,6/1/2016,POLICE,8/5/2016 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062167,P005061370,6/1/2016,POLICE,8/5/2016 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062167,P005061371,6/1/2016,POLICE,8/5/2016 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062181,P004549420,6/1/2016,POLICE,8/5/2016 9:00,3654 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
16CP062181,P004549421,6/1/2016,POLICE,8/5/2016 9:00,3654 S DAMEN ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
16CP062181,P004549422,6/1/2016,POLICE,8/5/2016 9:00,3654 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
16CP062181,P004549423,6/1/2016,POLICE,8/5/2016 9:00,3654 S DAMEN ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
16CP062181,P004549424,6/1/2016,POLICE,8/5/2016 9:00,3654 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
16CP062181,P004549425,6/1/2016,POLICE,8/5/2016 9:00,3654 S DAMEN ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
16CP062182,P004549396,6/1/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062182,P004549397,6/1/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062182,P004549398,6/1/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062182,P004549399,6/1/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP062182,P004549400,6/1/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP062182,P004549401,6/1/2016,POLICE,8/5/2016 9:00,5323 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP052428,P004989725,5/31/2016,POLICE,8/5/2016 9:00,5147 S WOOD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP052428,P004989726,5/31/2016,POLICE,8/5/2016 9:00,5147 S WOOD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP052428,P004989727,5/31/2016,POLICE,8/5/2016 9:00,5147 S WOOD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP052428,P004989728,5/31/2016,POLICE,8/5/2016 9:00,5147 S WOOD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP052428,P004989729,5/31/2016,POLICE,8/5/2016 9:00,5147 S WOOD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP052428,P004989730,5/31/2016,POLICE,8/5/2016 9:00,5147 S WOOD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP062186,P004989719,5/31/2016,POLICE,8/5/2016 9:00,5356 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.,"FANNIE MAE, ",City non-suit
16CP062186,P004989720,5/31/2016,POLICE,8/5/2016 9:00,5356 S MARSHFIELD ,13-12-140  Watchman required,"FANNIE MAE, ",City non-suit
16CP062186,P004989721,5/31/2016,POLICE,8/5/2016 9:00,5356 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.,"FANNIE MAE, ",City non-suit
16CP062186,P004989722,5/31/2016,POLICE,8/5/2016 9:00,5356 S MARSHFIELD ,13-12-140  Watchman required,"FANNIE MAE, ",City non-suit
16CP062186,P004989723,5/31/2016,POLICE,8/5/2016 9:00,5356 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.,"FANNIE MAE, ",City non-suit
16CP062186,P004989724,5/31/2016,POLICE,8/5/2016 9:00,5356 S MARSHFIELD ,13-12-140  Watchman required,"FANNIE MAE, ",City non-suit
16CP052462,P004826107,5/30/2016,POLICE,7/1/2016 1:00,3937 N BERNARD ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP052462,P004826108,5/30/2016,POLICE,7/1/2016 1:00,3937 N BERNARD ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP052462,P004826109,5/30/2016,POLICE,7/1/2016 1:00,3937 N BERNARD ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP052462,P004826110,5/30/2016,POLICE,7/1/2016 1:00,3937 N BERNARD ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP052452,P005033697,5/27/2016,POLICE,7/1/2016 9:00,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP052452,P005033698,5/27/2016,POLICE,7/1/2016 9:00,3229 W 61ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit
16CP052452,P005033699,5/27/2016,POLICE,7/1/2016 9:00,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP052452,P005033700,5/27/2016,POLICE,7/1/2016 9:00,3229 W 61ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit
16CP052452,P005033701,5/27/2016,POLICE,7/1/2016 9:00,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit
16CP052452,P005033702,5/27/2016,POLICE,7/1/2016 9:00,3229 W 61ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit
16CP062192,P004549957,5/26/2016,POLICE,8/5/2016 9:00,5130 S ADA ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP062192,P004549958,5/26/2016,POLICE,8/5/2016 9:00,5130 S ADA ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP062192,P004549959,5/26/2016,POLICE,8/5/2016 9:00,5130 S ADA ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP062192,P004549960,5/26/2016,POLICE,8/5/2016 9:00,5130 S ADA ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP062192,P004549961,5/26/2016,POLICE,8/5/2016 9:00,5130 S ADA ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP062192,P004549962,5/26/2016,POLICE,8/5/2016 9:00,5130 S ADA ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP051428,P004994126,5/24/2016,POLICE,7/1/2016 1:00,230 N LACROSSE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",Default - Liable by prove-up
16CP051428,P004994127,5/24/2016,POLICE,7/1/2016 1:00,230 N LACROSSE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",Default - Liable by prove-up
16CP062188,P004549936,5/23/2016,POLICE,8/5/2016 9:00,3646 S PAULINA ,13-12-140  Watchman required,"US BANK TRUST, ",City non-suit
16CP062188,P004549937,5/23/2016,POLICE,8/5/2016 9:00,3646 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"US BANK TRUST, ",City non-suit
16CP062188,P004549938,5/23/2016,POLICE,8/5/2016 9:00,3646 S PAULINA ,13-12-140  Watchman required,"US BANK TRUST, ",City non-suit
16CP062188,P004550353,5/23/2016,POLICE,8/5/2016 9:00,3646 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"US BANK TRUST, ",City non-suit
16CP062188,P004550354,5/23/2016,POLICE,8/5/2016 9:00,3646 S PAULINA ,13-12-140  Watchman required,"US BANK TRUST, ",City non-suit
16CP062188,P004550355,5/23/2016,POLICE,8/5/2016 9:00,3646 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"US BANK TRUST, ",City non-suit
16CP044230,P004989199,5/19/2016,POLICE,7/1/2016 9:00,907 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP044230,P004989200,5/19/2016,POLICE,7/1/2016 9:00,907 W 50TH ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP044230,P004989201,5/19/2016,POLICE,7/1/2016 9:00,907 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP044230,P004989202,5/19/2016,POLICE,7/1/2016 9:00,907 W 50TH ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP044230,P004989203,5/19/2016,POLICE,7/1/2016 9:00,907 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP044230,P004989204,5/19/2016,POLICE,7/1/2016 9:00,907 W 50TH ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP044622,P004989195,5/18/2016,POLICE,7/1/2016 9:00,5230 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP044622,P004989196,5/18/2016,POLICE,7/1/2016 9:00,5230 S JUSTINE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP044622,P004989197,5/18/2016,POLICE,7/1/2016 9:00,5230 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP044622,P004989198,5/18/2016,POLICE,7/1/2016 9:00,5230 S JUSTINE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP044622,P004989864,5/18/2016,POLICE,7/1/2016 9:00,5230 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP044622,P004989865,5/18/2016,POLICE,7/1/2016 9:00,5230 S JUSTINE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP051416,P004906707,5/18/2016,POLICE,7/1/2016 1:00,5005 W CHICAGO ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP051416,P004906709,5/18/2016,POLICE,7/1/2016 1:00,5005 W CHICAGO ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP041713,P004550329,5/17/2016,POLICE,7/1/2016 9:00,5121 S WESTERN BLVD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP041713,P004550330,5/17/2016,POLICE,7/1/2016 9:00,5121 S WESTERN BLVD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP041713,P004550331,5/17/2016,POLICE,7/1/2016 9:00,5121 S WESTERN BLVD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP041713,P004550332,5/17/2016,POLICE,7/1/2016 9:00,5121 S WESTERN BLVD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP041713,P004550333,5/17/2016,POLICE,7/1/2016 9:00,5121 S WESTERN BLVD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP041713,P004550334,5/17/2016,POLICE,7/1/2016 9:00,5121 S WESTERN BLVD ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP048970,P004993917,5/17/2016,POLICE,7/1/2016 1:00,4519 S LARAMIE ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTAGE, ",City non-suit
16CP048970,P004993918,5/17/2016,POLICE,7/1/2016 1:00,4519 S LARAMIE ,13-12-140  Watchman required,"CITI MORTAGE, ",City non-suit
16CP048970,P004993919,5/17/2016,POLICE,7/1/2016 1:00,4519 S LARAMIE ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTAGE, ",City non-suit
16CP048970,P004993920,5/17/2016,POLICE,7/1/2016 1:00,4519 S LARAMIE ,13-12-140  Watchman required,"CITI MORTAGE, ",City non-suit
16CP048970,P004993921,5/17/2016,POLICE,7/1/2016 1:00,4519 S LARAMIE ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTAGE, ",City non-suit
16CP048970,P004993922,5/17/2016,POLICE,7/1/2016 1:00,4519 S LARAMIE ,13-12-140  Watchman required,"CITI MORTAGE, ",City non-suit
16CP048972,P004738183,5/17/2016,POLICE,7/1/2016 1:00,6440 S TROY ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP048972,P004738184,5/17/2016,POLICE,7/1/2016 1:00,6440 S TROY ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP048972,P004738185,5/17/2016,POLICE,7/1/2016 1:00,6440 S TROY ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP048972,P004993916,5/17/2016,POLICE,7/1/2016 1:00,6440 S TROY ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP042602,P005024967,5/16/2016,POLICE,7/1/2016 9:00,5629 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP042602,P005024968,5/16/2016,POLICE,7/1/2016 9:00,5629 S LAFLIN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP042602,P005024969,5/16/2016,POLICE,7/1/2016 9:00,5629 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP042602,P005024970,5/16/2016,POLICE,7/1/2016 9:00,5629 S LAFLIN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP042602,P005024971,5/16/2016,POLICE,7/1/2016 9:00,5629 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP042602,P005024972,5/16/2016,POLICE,7/1/2016 9:00,5629 S LAFLIN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP052437,P004993601,5/16/2016,POLICE,7/1/2016 1:00,5428 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.,"NATIONWIDE REO LLC, ",City non-suit
16CP052437,P004993602,5/16/2016,POLICE,7/1/2016 1:00,5428 S WINCHESTER ,13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit
16CP052437,P004993603,5/16/2016,POLICE,7/1/2016 1:00,5428 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.,"NATIONWIDE REO LLC, ",City non-suit
16CP052437,P004993604,5/16/2016,POLICE,7/1/2016 1:00,5428 S WINCHESTER ,13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit
16CP052437,P004993605,5/16/2016,POLICE,7/1/2016 1:00,5428 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.,"NATIONWIDE REO LLC, ",City non-suit
16CP047506,P004961720,5/13/2016,POLICE,7/1/2016 11:00,7618 S HOYNE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP047506,P004961721,5/13/2016,POLICE,7/1/2016 11:00,7618 S HOYNE ,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP047506,P004961722,5/13/2016,POLICE,7/1/2016 11:00,7618 S HOYNE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP047506,P004961723,5/13/2016,POLICE,7/1/2016 11:00,7618 S HOYNE ,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP048391,P004961712,5/13/2016,POLICE,7/1/2016 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE LLC, ",City non-suit
16CP048391,P004961713,5/13/2016,POLICE,7/1/2016 11:00,7938 S PAULINA ,13-12-140  Watchman required,"GMAC MORTGAGE LLC, ",City non-suit
16CP048391,P004961714,5/13/2016,POLICE,7/1/2016 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE LLC, ",City non-suit
16CP048391,P004961715,5/13/2016,POLICE,7/1/2016 11:00,7938 S PAULINA ,13-12-140  Watchman required,"GMAC MORTGAGE LLC, ",City non-suit
16CP041708,P004550299,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE LLC, ",City non-suit
16CP041708,P004550300,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-140  Watchman required,"GMAC MORTGAGE LLC, ",City non-suit
16CP041708,P004550301,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE LLC, ",City non-suit
16CP041708,P004550302,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-140  Watchman required,"GMAC MORTGAGE LLC, ",City non-suit
16CP041708,P004550303,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE LLC, ",City non-suit
16CP041708,P004550304,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-140  Watchman required,"GMAC MORTGAGE LLC, ",City non-suit
16CP041716,P004550293,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP041716,P004550294,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP041716,P004550295,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP041716,P004550296,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP041716,P004550297,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP041716,P004550298,5/11/2016,POLICE,7/1/2016 9:00,4608 S HONORE ,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit
16CP040253,P005025795,5/10/2016,POLICE,7/1/2016 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP040253,P005025796,5/10/2016,POLICE,7/1/2016 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP040253,P005025797,5/10/2016,POLICE,7/1/2016 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP040253,P005025798,5/10/2016,POLICE,7/1/2016 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP040253,P005025799,5/10/2016,POLICE,7/1/2016 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP040253,P005025800,5/10/2016,POLICE,7/1/2016 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP052006,P004909704,5/9/2016,POLICE,7/1/2016 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP052006,P004909705,5/9/2016,POLICE,7/1/2016 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP052006,P004909839,5/9/2016,POLICE,7/1/2016 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP052006,P005033643,5/9/2016,POLICE,7/1/2016 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP038968,P005025552,5/7/2016,POLICE,7/1/2016 9:00,6453 S SEELEY ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP038968,P005025553,5/7/2016,POLICE,7/1/2016 9:00,6453 S SEELEY ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP038968,P005025554,5/7/2016,POLICE,7/1/2016 9:00,6453 S SEELEY ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP038968,P005025555,5/7/2016,POLICE,7/1/2016 9:00,6453 S SEELEY ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP038968,P005025556,5/7/2016,POLICE,7/1/2016 9:00,6453 S SEELEY ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
