Docket_Number,Violation_Number,Issued_Date,Issuing_Department,Last_Hearing_Date,Property_Address,Violation_Type,EntityorPerson(s),Disposition_Description
17CP010745,P004986115,1/4/2017,POLICE,3/3/2017 11:00,649 E 89TH ST ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A, ",City non-suit
17CP010745,P004986236,1/4/2017,POLICE,3/3/2017 11:00,649 E 89TH ST ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A, ",City non-suit
17CP011663,P005076233,1/4/2017,POLICE,3/3/2017 1:00,754 S KILBOURN ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL HOME LOAN MORTGAGE CORP, ",City non-suit
17CP011663,P005076234,1/4/2017,POLICE,3/3/2017 1:00,754 S KILBOURN ,13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE CORP, ",City non-suit
17CP011663,P005076235,1/4/2017,POLICE,3/3/2017 1:00,754 S KILBOURN ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL HOME LOAN MORTGAGE CORP, ",City non-suit
17CP011663,P005076236,1/4/2017,POLICE,3/3/2017 1:00,754 S KILBOURN ,13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE CORP, ",City non-suit
17CP003743,P005137170,1/3/2017,POLICE,3/3/2017 9:00,7334 S LAFAYETTE ,13-12-125  Duty to secure and maintain vacant building.,"HOUSING URBAN DEVELOPMENT, ",City non-suit
17CP003743,P005137171,1/3/2017,POLICE,3/3/2017 9:00,7334 S LAFAYETTE ,13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit
17CP003743,P005137172,1/3/2017,POLICE,3/3/2017 9:00,7334 S LAFAYETTE ,13-12-125  Duty to secure and maintain vacant building.,"HOUSING URBAN DEVELOPMENT, ",City non-suit
17CP003743,P005137173,1/3/2017,POLICE,3/3/2017 9:00,7334 S LAFAYETTE ,13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit
17CP003743,P005137174,1/3/2017,POLICE,3/3/2017 9:00,7334 S LAFAYETTE ,13-12-125  Duty to secure and maintain vacant building.,"HOUSING URBAN DEVELOPMENT, ",City non-suit
17CP003743,P005137175,1/3/2017,POLICE,3/3/2017 9:00,7334 S LAFAYETTE ,13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit
17CP010728,P005027071,1/3/2017,POLICE,3/3/2017 11:00,7618 S HOYNE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
17CP010728,P005027072,1/3/2017,POLICE,3/3/2017 11:00,7618 S HOYNE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
17CP010739,P005027065,1/3/2017,POLICE,3/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A, ",City non-suit
17CP010739,P005027066,1/3/2017,POLICE,3/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A, ",City non-suit
17CP010742,P005027067,1/3/2017,POLICE,3/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A, ",City non-suit
17CP010742,P005027068,1/3/2017,POLICE,3/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A, ",City non-suit
17CP003141,P005136252,1/1/2017,POLICE,3/3/2017 9:00,6421 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
17CP003141,P005136253,1/1/2017,POLICE,3/3/2017 9:00,6421 S PAULINA ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
17CP003141,P005136254,1/1/2017,POLICE,3/3/2017 9:00,6421 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
17CP003141,P005136255,1/1/2017,POLICE,3/3/2017 9:00,6421 S PAULINA ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
17CP003141,P005136256,1/1/2017,POLICE,3/3/2017 9:00,6421 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
17CP003141,P005136257,1/1/2017,POLICE,3/3/2017 9:00,6421 S PAULINA ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
17CP003187,P005159412,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159413,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159414,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159415,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159416,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159417,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159427,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159428,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159429,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159430,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159431,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
17CP003187,P005159432,12/31/2016,POLICE,2/3/2017 11:00,13500 S BRANDON ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE, ",City non-suit
17CP004082,P004578524,12/30/2016,POLICE,3/3/2017 9:00,5435 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP004082,P004578525,12/30/2016,POLICE,3/3/2017 9:00,5435 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP004082,P004578526,12/30/2016,POLICE,3/3/2017 9:00,5435 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP004082,P004578527,12/30/2016,POLICE,3/3/2017 9:00,5435 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP004082,P004578528,12/30/2016,POLICE,3/3/2017 9:00,5435 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP004082,P004578529,12/30/2016,POLICE,3/3/2017 9:00,5435 S DAMEN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP004083,P004578530,12/30/2016,POLICE,3/3/2017 9:00,4853 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
17CP004083,P004578531,12/30/2016,POLICE,3/3/2017 9:00,4853 S PAULINA ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
17CP004083,P004578532,12/30/2016,POLICE,3/3/2017 9:00,4853 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
17CP004083,P004578533,12/30/2016,POLICE,3/3/2017 9:00,4853 S PAULINA ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
17CP004083,P004578534,12/30/2016,POLICE,3/3/2017 9:00,4853 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
17CP004083,P004578535,12/30/2016,POLICE,3/3/2017 9:00,4853 S PAULINA ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
17CP003146,P005136942,12/29/2016,POLICE,2/3/2017 9:00,5602 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003146,P005136943,12/29/2016,POLICE,2/3/2017 9:00,5602 S PAULINA ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003146,P005136944,12/29/2016,POLICE,2/3/2017 9:00,5602 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003146,P005136945,12/29/2016,POLICE,2/3/2017 9:00,5602 S PAULINA ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003146,P005136946,12/29/2016,POLICE,2/3/2017 9:00,5602 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003146,P005136947,12/29/2016,POLICE,2/3/2017 9:00,5602 S PAULINA ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003159,P005136948,12/29/2016,POLICE,2/3/2017 9:00,1939 W 71ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
17CP003159,P005136949,12/29/2016,POLICE,2/3/2017 9:00,1939 W 71ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
17CP003159,P005136950,12/29/2016,POLICE,2/3/2017 9:00,1939 W 71ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
17CP003159,P005137161,12/29/2016,POLICE,2/3/2017 9:00,1939 W 71ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
17CP003159,P005137162,12/29/2016,POLICE,2/3/2017 9:00,1939 W 71ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
17CP003159,P005137163,12/29/2016,POLICE,2/3/2017 9:00,1939 W 71ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit
17CP003216,P005171693,12/28/2016,POLICE,2/3/2017 9:00,5663 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
17CP003216,P005171694,12/28/2016,POLICE,2/3/2017 9:00,5663 S ARTESIAN ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP003216,P005171695,12/28/2016,POLICE,2/3/2017 9:00,5663 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
17CP003216,P005171696,12/28/2016,POLICE,2/3/2017 9:00,5663 S ARTESIAN ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP003216,P005171697,12/28/2016,POLICE,2/3/2017 9:00,5663 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
17CP003216,P005171698,12/28/2016,POLICE,2/3/2017 9:00,5663 S ARTESIAN ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP003217,P005171816,12/28/2016,POLICE,2/3/2017 9:00,8223 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003217,P005171817,12/28/2016,POLICE,2/3/2017 9:00,8223 S SAWYER ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003217,P005171818,12/28/2016,POLICE,2/3/2017 9:00,8223 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003217,P005171819,12/28/2016,POLICE,2/3/2017 9:00,8223 S SAWYER ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003217,P005171820,12/28/2016,POLICE,2/3/2017 9:00,8223 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003217,P005171821,12/28/2016,POLICE,2/3/2017 9:00,8223 S SAWYER ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003177,P005076186,12/27/2016,POLICE,3/3/2017 1:00,838 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
17CP003177,P005076187,12/27/2016,POLICE,3/3/2017 1:00,838 N KEYSTONE ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP003177,P005076188,12/27/2016,POLICE,3/3/2017 1:00,838 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
17CP003177,P005076189,12/27/2016,POLICE,3/3/2017 1:00,838 N KEYSTONE ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
17CP004140,P004967029,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP004140,P004967030,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP004140,P004967031,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP004140,P004967032,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP004140,P004967033,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP004140,P004967034,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP004140,P004967035,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP004140,P004969616,12/27/2016,POLICE,2/3/2017 1:00,5112 N KILBOURN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003163,P004960024,12/21/2016,POLICE,2/3/2017 11:00,8533 S SAGINAW ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
17CP003163,P004960025,12/21/2016,POLICE,2/3/2017 11:00,8533 S SAGINAW ,13-12-140  Watchman required,"US BANK, ",City non-suit
17CP003163,P004960026,12/21/2016,POLICE,2/3/2017 11:00,8533 S SAGINAW ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
17CP003163,P004960027,12/21/2016,POLICE,2/3/2017 11:00,8533 S SAGINAW ,13-12-140  Watchman required,"US BANK, ",City non-suit
17CP003163,P004960029,12/21/2016,POLICE,2/3/2017 11:00,8533 S SAGINAW ,13-12-140  Watchman required,"US BANK, ",City non-suit
17CP001863,P004578446,12/19/2016,POLICE,2/3/2017 9:00,2119 W 51ST ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
17CP001863,P004578447,12/19/2016,POLICE,2/3/2017 9:00,2119 W 51ST ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
17CP001863,P004578448,12/19/2016,POLICE,2/3/2017 9:00,2119 W 51ST ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
17CP001863,P004578449,12/19/2016,POLICE,2/3/2017 9:00,2119 W 51ST ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
17CP001863,P004578450,12/19/2016,POLICE,2/3/2017 9:00,2119 W 51ST ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA, ",City non-suit
17CP001863,P004578451,12/19/2016,POLICE,2/3/2017 9:00,2119 W 51ST ,13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit
17CP002903,P005028190,12/17/2016,POLICE,2/3/2017 11:00,7815 S RHODES ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA, ",City non-suit
17CP002903,P005028191,12/17/2016,POLICE,2/3/2017 11:00,7815 S RHODES ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA, ",City non-suit
17CP002929,P005027108,12/17/2016,POLICE,2/3/2017 11:00,7618 S HOYNE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
17CP002929,P005027109,12/17/2016,POLICE,2/3/2017 11:00,7618 S HOYNE ,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit
17CP002762,P005027088,12/16/2016,POLICE,2/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA, ",City non-suit
17CP002762,P005027089,12/16/2016,POLICE,2/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA, ",City non-suit
17CP002912,P005027096,12/16/2016,POLICE,2/3/2017 11:00,8601 S WALLACE ,13-12-125  Duty to secure and maintain vacant building.,"MARQUETTE BANK, ",City non-suit
17CP002912,P005027097,12/16/2016,POLICE,2/3/2017 11:00,8601 S WALLACE ,13-12-125  Duty to secure and maintain vacant building.,"MARQUETTE BANK, ",City non-suit
17CP002919,P005028186,12/16/2016,POLICE,2/3/2017 11:00,9401 S ST LAWRENCE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
17CP002919,P005028187,12/16/2016,POLICE,2/3/2017 11:00,9401 S ST LAWRENCE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
17CP002921,P005027114,12/16/2016,POLICE,2/3/2017 11:00,8424 S GILBERT ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO HOME MORTGAGE, ",City non-suit
17CP002921,P005027115,12/16/2016,POLICE,2/3/2017 11:00,8424 S GILBERT ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO HOME MORTGAGE, ",City non-suit
17CP002950,P005027090,12/16/2016,POLICE,2/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA, ",City non-suit
17CP002950,P005028006,12/16/2016,POLICE,2/3/2017 11:00,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA, ",City non-suit
17CP001860,P005145521,12/15/2016,POLICE,2/3/2017 11:00,9202 S PARNELL ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
17CP001860,P005145522,12/15/2016,POLICE,2/3/2017 11:00,9202 S PARNELL ,13-12-140  Watchman required,"US BANK, ",City non-suit
17CP001860,P005145523,12/15/2016,POLICE,2/3/2017 11:00,9202 S PARNELL ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
17CP001860,P005145524,12/15/2016,POLICE,2/3/2017 11:00,9202 S PARNELL ,13-12-140  Watchman required,"US BANK, ",City non-suit
17CP001860,P005145525,12/15/2016,POLICE,2/3/2017 11:00,9202 S PARNELL ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
17CP001860,P005145526,12/15/2016,POLICE,2/3/2017 11:00,9202 S PARNELL ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP113575,P005142495,12/12/2016,POLICE,2/3/2017 9:00,5237 S GREEN ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP113575,P005142496,12/12/2016,POLICE,2/3/2017 9:00,5237 S GREEN ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP113575,P005142497,12/12/2016,POLICE,2/3/2017 9:00,5237 S GREEN ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP113575,P005142498,12/12/2016,POLICE,2/3/2017 9:00,5237 S GREEN ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP113575,P005142499,12/12/2016,POLICE,2/3/2017 9:00,5237 S GREEN ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP113575,P005142500,12/12/2016,POLICE,2/3/2017 9:00,5237 S GREEN ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
17CP003226,P005171216,12/10/2016,POLICE,3/3/2017 9:00,6325 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City Non suit - Motion to set-aside default - Granted
17CP003226,P005171217,12/10/2016,POLICE,3/3/2017 9:00,6325 S CAMPBELL ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City Non suit - Motion to set-aside default - Granted
17CP003226,P005171218,12/10/2016,POLICE,3/3/2017 9:00,6325 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City Non suit - Motion to set-aside default - Granted
17CP003226,P005171219,12/10/2016,POLICE,3/3/2017 9:00,6325 S CAMPBELL ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City Non suit - Motion to set-aside default - Granted
17CP003226,P005171220,12/10/2016,POLICE,3/3/2017 9:00,6325 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City Non suit - Motion to set-aside default - Granted
17CP003226,P005171221,12/10/2016,POLICE,3/3/2017 9:00,6325 S CAMPBELL ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City Non suit - Motion to set-aside default - Granted
17CP003230,P005171226,12/10/2016,POLICE,2/3/2017 4:10,3544 W 62ND ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
17CP003230,P005171227,12/10/2016,POLICE,2/3/2017 4:10,3544 W 62ND ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
17CP003230,P005171228,12/10/2016,POLICE,2/3/2017 4:10,3544 W 62ND ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
17CP003230,P005171229,12/10/2016,POLICE,2/3/2017 4:10,3544 W 62ND ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
17CP003230,P005171230,12/10/2016,POLICE,2/3/2017 4:10,3544 W 62ND ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",City non-suit
17CP003230,P005171231,12/10/2016,POLICE,2/3/2017 4:10,3544 W 62ND ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit
16CP113138,P005136822,12/6/2016,POLICE,2/3/2017 9:00,6208 S M ORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136822,12/6/2016,POLICE,2/3/2017 9:00,6208 S MORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136823,12/6/2016,POLICE,2/3/2017 9:00,6208 S M ORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136823,12/6/2016,POLICE,2/3/2017 9:00,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136824,12/6/2016,POLICE,2/3/2017 9:00,6208 S M ORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136824,12/6/2016,POLICE,2/3/2017 9:00,6208 S MORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136825,12/6/2016,POLICE,2/3/2017 9:00,6208 S M ORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136825,12/6/2016,POLICE,2/3/2017 9:00,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136826,12/6/2016,POLICE,2/3/2017 9:00,6208 S M ORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136826,12/6/2016,POLICE,2/3/2017 9:00,6208 S MORGAN ,13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136827,12/6/2016,POLICE,2/3/2017 9:00,6208 S M ORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP113138,P005136827,12/6/2016,POLICE,2/3/2017 9:00,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",Default - Liable by prove-up
16CP111643,P005142435,12/5/2016,POLICE,2/3/2017 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP111643,P005142436,12/5/2016,POLICE,2/3/2017 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP111643,P005142437,12/5/2016,POLICE,2/3/2017 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP111643,P005142438,12/5/2016,POLICE,2/3/2017 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP111643,P005142439,12/5/2016,POLICE,2/3/2017 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP111643,P005142440,12/5/2016,POLICE,2/3/2017 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
17CP003214,P005076120,12/5/2016,POLICE,2/3/2017 1:00,658 W 62ND ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
17CP003214,P005076121,12/5/2016,POLICE,2/3/2017 1:00,658 W 62ND ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
17CP003214,P005076122,12/5/2016,POLICE,2/3/2017 1:00,658 W 62ND ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
17CP003214,P005076123,12/5/2016,POLICE,2/3/2017 1:00,658 W 62ND ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
17CP003215,P005171300,12/5/2016,POLICE,2/3/2017 9:00,7243 S CLAREMONT ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003215,P005171811,12/5/2016,POLICE,2/3/2017 9:00,7243 S CLAREMONT ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003215,P005171812,12/5/2016,POLICE,2/3/2017 9:00,7243 S CLAREMONT ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003215,P005171813,12/5/2016,POLICE,2/3/2017 9:00,7243 S CLAREMONT ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003215,P005171814,12/5/2016,POLICE,2/3/2017 9:00,7243 S CLAREMONT ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003215,P005171815,12/5/2016,POLICE,2/3/2017 9:00,7243 S CLAREMONT ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
